,id,rank,FDR,sign,log_FDR,log_rank,srank,desc
cgd7_850-RA-p1,30,50.346277,0.01067,-,1.9366666410482505,1.7019673609246515,-50.346277,Patched family protein/Sterol-sensing domain-containing protein
cgd7_5150-RA-p1,31,50.329264,0.01067,-,1.9366666410482505,1.7018205794518615,-50.329264,Chitin-binding type-2 domain containing protein
cgd6_200-RA-p1,32,50.076496,0.01067,-,1.9366666410482505,1.699633932400763,-50.076496,Oocyst wall protein 8
cgd4_4170-RA-p1,33,49.484128999999996,0.01067,-,1.9366666410482505,1.6944659303891871,-49.484128999999996,Uncharacterized protein
cgd8_2120-RA-p1,34,48.576581,0.01067,+,1.9366666410482505,1.6864269442878206,48.576581,Activator of Hsp90 ATPase N-terminal/ TPR repeat domain-containing protein
cgd4_1350-RA-p1,35,48.433757,0.01086,+,1.9295926782598802,1.685148158517604,48.433757,"RCC1/WD40/YVTN/Zinc finger, RanBP2-type containing protein"
cgd1_800-RA-p1,36,47.872249,0.01086,-,1.9295926782598802,1.6800838307689026,-47.872249,Protein disulfide isomerase
cgd1_630-RA-p1,37,47.579679999999996,0.01108,+,1.9215431819467075,1.6774215168374065,47.579679999999996,Uncharacterized protein
cgd5_3850-RA-p1,38,47.339279,0.01132,+,1.9129287940934645,1.6752216391294819,47.339279,Adapter-protein complex 1 gamma subunit
cgd2_3320-RA-p1,39,46.828721,0.01179,-,1.8965383779052953,1.6705122963635926,-46.828721,Papain family cysteine protease
cgd1_1060-RA-p1,40,46.695153000000005,0.01179,+,1.8965383779052953,1.66927180273738,46.695153000000005,Uncharacterized protein with Armadillo-type fold
cgd6_4130-RA-p1,41,46.545291,0.0122,+,1.8827287043442358,1.6678757498466183,46.545291,Anamorsin
cgd4_3090-RA-p1,42,45.009382,0.014519999999999998,-,1.811915626285062,1.653303049911765,-45.009382,Oocyst wall protein 6
cgd1_3650-RA-p1,43,44.746417,0.014519999999999998,+,1.811915626285062,1.6507582655865178,44.746417,Uncharacterized protein
cgd6_3130-RA-p1,44,44.713035,0.014519999999999998,+,1.811915626285062,1.650434149604502,44.713035,Uncharacterized protein
cgd7_3720-RA-p1,45,44.412425,0.014519999999999998,+,1.811915626285062,1.6475044870976963,44.412425,DNA-directed RNA polymerase subunit beta
cgd2_1170-RA-p1,46,43.95823,0.014519999999999998,+,1.811915626285062,1.643040197020133,43.95823,ZPR1-type Zinc finger containing protein
cgd6_5420-RA-p1,47,43.015785,0.01489,+,1.8016178699917058,1.6336278527989179,43.015785,Uncharacterized protein
cgd3_440-RA-p1,48,42.863347999999995,0.01489,-,1.8016178699917058,1.632086090204135,-42.863347999999995,C-type lectin containing protein
cgd1_3560-RA-p1,49,41.810411,0.015309999999999999,-,1.790216985151485,1.621284436724171,-41.810411,Uncharacterized protein
cgd6_3820-RA-p1,50,40.687742,0.0158,-,1.7772835288524167,1.6094635889894302,-40.687742,Aspartic peptidase A1 family
cgd2_490-RA-p1,51,39.956225,0.01784,-,1.7272304134482406,1.6015844500465974,-39.956225,Uncharacterized protein
cgd4_450-RA-p1,52,39.935866,0.01784,+,1.7272304134482406,1.6013631064458032,39.935866,Proteasome activator Blm10 mid region-containing protein
cgd7_2583-RA-p1,53,39.512495,0.02434,-,1.5979106494279032,1.5967344538910389,-39.512495,Polysaccharide pyruvyl transferase
cgd4_3430-RA-p1,54,39.258706,0.02434,+,1.5979106494279032,1.593935980788157,39.258706,Uncharacterized protein
cgd6_2470-RA-p1,55,39.108382,0.02434,-,1.5979106494279032,1.5922698486034372,-39.108382,Sulfhydryl oxidase
cgd5_4230-RA-p1,56,39.086978,0.02434,-,1.5979106494279032,1.5920320943601467,-39.086978,EGF-like domain containing protein
cgd1_3730-RA-p1,57,37.923916999999996,0.024390000000000002,+,1.5970511706555952,1.5789131874115792,37.923916999999996,Glucosamine-fructose-6-phosphate aminotransferase/Sugar isomerase (SIS)
cgd3_1540-RA-p1,58,35.990093,0.03259,-,1.4750848524601332,1.556182968890606,-35.990093,Signal peptide containing protein
cgd8_2800-RA-p1,59,35.747339000000004,0.03492,-,1.4458744184869874,1.5532437188467962,-35.747339000000004,Signal peptide LNR (Lin-12/Notch) repeat containing protein
cgd8_2490-RA-p1,60,35.135228000000005,0.036,+,1.4329736338409398,1.545742776112048,35.135228000000005,Uncharacterized protein
cgd8_3350-RA-p1,61,34.446396,0.037380000000000004,-,1.4170280708951941,1.5371437899826765,-34.446396,Oocyst wall protein 4
cgd5_10-RA-p1,62,34.044419,0.03839,+,1.405717971188194,1.5320459269341868,34.044419,Uncharacterized Secreted Protein
cgd6_1990-RA-p1,63,33.892253000000004,0.04095,-,1.3783045376707213,1.5301004396826152,-33.892253000000004,Uncharacterized protein
cgd5_2900-RA-p1,64,33.34839,0.04484,+,1.3397038397292704,1.5230748718059715,33.34839,Protein phosphatase C2 (PP2c) domain containing protein
cgd1_3690-RA-p1,65,32.3247,0.04815,-,1.3093609882840327,1.5095345029584901,-32.3247,Aspartyl (Acid) protease
cgd2_3780-RA-p1,66,32.276353,0.04848,-,1.3064489144040865,1.508884456612136,-32.276353,Uncharacterized protein
cgd6_700-RA-p1,67,31.863881,0.0506,+,1.288192770958809,1.5032986714724537,31.863881,Ribonucleotide reductase small subunit
cgd5_3460-RA-p1,68,31.81652,0.0506,+,1.288192770958809,1.5026526760193215,31.81652,5-Nucleotidase/apyrase
cgd8_580-RA-p1,69,31.781496999999998,0.0506,+,1.288192770958809,1.5021743498734836,31.781496999999998,Ubiquitin-conjugating enzyme E2
cgd3_190-RA-p1,70,31.707235999999998,0.0506,-,1.288192770958809,1.5011583851280985,-31.707235999999998,Fibrillin/EGF-like calcium-binding conserved site-containing protein
cgd3_3700-RA-p1,71,31.183907,0.05268,-,1.27099729072781,1.4939305265757832,-31.183907,Uncharacterized protein
cgd7_3830-RA-p1,72,30.673402000000003,0.055279999999999996,+,1.2504182651344407,1.4867619464386643,30.673402000000003,Uncharacterized protein
cgd6_1450-RA-p1,73,30.059316,0.059039999999999995,-,1.222283261390374,1.4779790939885684,-30.059316,Polysaccharide pyruvyl transferase with Fringe-like domain
cgd6_2090-RA-p1,74,29.813671000000003,0.05946,-,1.2192507688964478,1.474415454626563,-29.813671000000003,Growth factor receptor cysteine-rich domain containing protein
cgd2_3050-RA-p1,75,29.707396999999997,0.05946,-,1.2192507688964478,1.4728646000345125,-29.707396999999997,Uncharacterized protein
cgd8_2650-RA-p1,76,28.939434999999996,0.06684,+,1.1691548076913885,1.4614900479033515,28.939434999999996,Uncharacterized protein with Armadillo-type fold
cgd7_4270-RA-p1,77,28.685615999999996,0.06752999999999999,+,1.164753460003689,1.4576641804352417,28.685615999999996,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [gpmA]."
cgd7_2090-RA-p1,78,28.545733000000002,0.06808,+,1.1612768099686281,1.455541199340181,28.545733000000002,RuvB-like helicase
cgd8_4140-RA-p1,79,26.520075,0.09076000000000001,-,1.0378201470912323,1.4235747479393752,-26.520075,ELM2 domain-containing protein
cgd8_600-RA-p1,80,26.295634999999997,0.09287000000000001,-,1.0279360839919778,1.4198836628340619,-26.295634999999997,"Serine aminopeptidase, S33"
cgd1_3840-RA-p1,81,26.282837,0.09287000000000001,-,1.0279360839919778,1.419672241669553,-26.282837,Insulinase-like peptidase/telomeric protein
cgd8_5090-RA-p1,82,26.277975,0.09287000000000001,-,1.0279360839919778,1.4195918951263136,-26.277975,Uncharacterized protein
cgd5_3980-RA-p1,83,26.219395000000002,0.09287000000000001,-,1.0279360839919778,1.418622666332215,-26.219395000000002,Uncharacterized protein
cgd2_2120-RA-p1,84,25.944913,0.09405,-,1.0225050309269637,1.4140522187317255,-25.944913,High mobility group box domain containing protein
cgd6_5260-RA-p1,85,25.935485,0.09405,+,1.0225050309269637,1.4138943738200325,25.935485,ABC transporter ATpase with 2 AAA domains
cgd8_4660-RA-p1,86,25.359091,0.09907,-,1.000130307891732,1.404133682145053,-25.359091,Uncharacterized protein
cgd1_890-RA-p1,87,25.248170000000002,0.09966,-,0.9975747353220987,1.4022299057139496,-25.248170000000002,Protein kinase domain containing protein
cgd1_3640-RA-p1,88,25.043406,0.10125,+,0.9907616290315335,1.3986933942832749,25.043406,Uncharacterized protein
cgd2_850-RA-p1,89,24.612588,0.10742,-,0.965291348658931,1.3911572819281384,-24.612588,Uncharacterized protein
cgd2_3040-RA-p1,90,24.567017,0.10742,-,0.965291348658931,1.3903524263584657,-24.567017,Uncharacterized protein
cgd6_2060-RA-p1,91,24.105868,0.11374000000000001,+,0.9406638226107119,1.382122774102507,24.105868,"Cdc39p protein-like C-terminal Not1, CCR4-Not complex component Not1"
cgd3_1350-RA-p1,92,23.867798999999998,0.11467000000000001,+,0.9371548867229496,1.3778123718250508,23.867798999999998,Ubiquitin domain containing protein
cgd5_1140-RA-p1,93,23.598851999999997,0.11828,+,0.9237966189112321,1.3728908766060448,23.598851999999997,Cinnamyl-alcohol dehydrogenase-like nucleoside diphosphate sugar epimerase
cgd5_1210-RA-p1,94,23.387889,0.12149000000000001,-,0.9122540652152662,1.368991023988494,-23.387889,Uncharacterized protein
cgd3_2360-RA-p1,95,23.265233,0.12274000000000002,+,0.9078410036087327,1.3667074063258764,23.265233,Peptidase S59 nucleoporin
cgd6_3280-RA-p1,96,23.092912,0.12427,-,0.9024997477683135,1.3634787005997762,-23.092912,"Glycogen branching enzyme (1,4-alpha-glucan branching enzyme)"
cgd4_210-RA-p1,97,22.794147,0.12794,+,0.8899492838523462,1.3578233447229118,22.794147,Ubiquitin-conjugating enzyme E2
cgd5_3073-RA-p1,98,22.751409,0.12794,-,0.8899492838523462,1.357008297783303,-22.751409,Carboxylic ester hydrolase
cgd6_670-RA-p1,99,22.242792,0.13788,-,0.8576731168457369,1.3471893006298188,-22.242792,"Aspartic acid and asparagine hydroxylation/Peptidase C11, clostripain domain contining protein"
cgd7_2170-RA-p1,100,22.22096,0.13788,+,0.8576731168457369,1.3467628175974886,22.22096,Voltage-dependent calcium channel alpha-1 subunit
cgd5_1440-RA-p1,101,22.172529,0.13788,+,0.8576731168457369,1.3458152315946197,22.172529,Uncharacterized Secreted Protein (CpLSP gene family)
cgd7_4070-RA-p1,102,21.958381,0.14029,+,0.8501960617729777,1.3416003162568193,21.958381,"Arsenical pump ATPase, ArsA/GET3"
cgd2_3660-RA-p1,103,21.887539999999998,0.14029,-,0.8501960617729777,1.3401969527757243,-21.887539999999998,Subtilase family
cgd1_700-RA-p1,104,21.533949,0.14702,+,0.8299731018488833,1.3331236801553155,21.533949,ABC transporter
cgd6_1340-RA-p1,105,21.051225,0.15733,+,0.8007111719175943,1.3232773731056924,21.051225,Calycin/START domain containing protein
cgd5_3260-RA-p1,106,21.027022,0.15733,-,0.8007111719175943,1.3227777690939235,-21.027022,"Glycosyl transferase, family 8"
cgd2_2660-RA-p1,107,20.866889999999998,0.15925,+,0.7954730570001594,1.3194577266656193,20.866889999999998,UDP N-acetylglucosamine transporter-like nucleotide sugar transporter
cgd5_3420-RA-p1,108,20.763207,0.16037,-,0.7924464140506928,1.3172944337061019,-20.763207,TSP1/LNR (Lin-12/Notch) repeat containing protein
cgd6_1430-RA-p1,109,20.642117000000002,0.16229000000000002,+,0.7873064575789736,1.3147542353132604,20.642117000000002,Transcription factor E2F/DP
cgd7_4310-RA-p1,110,20.616392,0.16229000000000002,-,0.7873064575789736,1.3142126632950015,-20.616392,"Cysteine-rich secretory protein, allergen V5/Tpx-1-related"
cgd3_2030-RA-p1,111,20.572264,0.16229000000000002,+,0.7873064575789736,1.3132820889043293,20.572264,Choline/ethanolamine kinase
cgd8_5010-RA-p1,112,20.546948999999998,0.16229000000000002,-,0.7873064575789736,1.3127473429597316,-20.546948999999998,Uncharacterized protein
cgd7_3810-RA-p1,113,20.545415,0.16229000000000002,+,0.7873064575789736,1.3127149180675766,20.545415,Uncharacterized protein
cgd3_3430-RA-p1,114,20.486742,0.16229000000000002,-,0.7873064575789736,1.3114728981803985,-20.486742,Amine oxidase
cgd8_2410-RA-p1,115,20.361606,0.16229000000000002,+,0.7873064575789736,1.3088120295306758,20.361606,RHD3/Sey1
cgd4_3480-RA-p1,116,20.316769,0.16229000000000002,+,0.7873064575789736,1.3078546427338387,20.316769,Uncharacterized protein
cgd7_3020-RA-p1,117,20.293153,0.16229000000000002,-,0.7873064575789736,1.307349529739985,-20.293153,Rhomboid-like protein
cgd8_60-RA-p1,118,20.232288,0.16229000000000002,-,0.7873064575789736,1.306044998420204,-20.232288,Uncharacterized Protein
cgd5_2740-RA-p1,119,19.66165,0.17437,+,0.7562924133382095,1.29361996089319,19.66165,Uncharacterized Secreted Protein (WYLE gene family)
cgd1_1550-RA-p1,120,19.615647,0.17437,+,0.7562924133382095,1.2926026374156283,19.615647,Uncharacterized protein
cgd2_3060-RA-p1,121,19.4859,0.17612,-,0.7519776635876465,1.2897204694567608,-19.4859,Uncharacterized protein
cgd3_3850-RA-p1,122,19.148235,0.18475,+,0.7313050464378222,1.2821287487961746,19.148235,PUA/Pseudouridine synthase II N-terminal/Dyskerin-like/tRNA pseudouridylate synthase B C-terminal domain containing protein
cgd7_5280-RA-p1,123,19.106565,0.18495999999999999,+,0.7308140671860484,1.2811826161164366,19.106565,PH1/SSRP1-like domain containing protein
cgd7_2050-RA-p1,124,19.008884,0.18685,+,0.726420054323794,1.2789566204494018,19.008884,Activator of Hsp90 ATPase
cgd8_1160-RA-p1,125,18.947665,0.18688,-,0.7263506652763954,1.2775556976762712,-18.947665,Uncharacterized Secreted Protein
cgd8_2670-RA-p1,126,18.694018,0.19286,-,0.7127358742010229,1.2717026565251413,-18.694018,Glucose-methanol-choline oxidoreductase
cgd1_3630-RA-p1,127,18.57559,0.19472,+,0.7085867454297852,1.268942616762358,18.57559,Dynein family light intermediate chain
cgd8_320-RA-p1,128,18.509575,0.19472,+,0.7085867454297852,1.2673964469931085,18.509575,Uncharacterized protein
cgd6_4530-RA-p1,129,18.377566,0.19713,+,0.7032690125287523,1.2642879911215081,18.377566,Uncharacterized protein
cgd1_530-RA-p1,130,18.265657,0.19862,-,0.7000135638655326,1.261635298028526,-18.265657,H/ACA ribonucleoprotein complex subunit Nop10
cgd1_1160-RA-p1,131,18.22656,0.19862,-,0.7000135638655326,1.2607047095769843,-18.22656,Signal peptide region containing protein
cgd2_2890-RA-p1,132,17.770961,0.21508000000000002,+,0.6655864631628996,1.2497109137767253,17.770961,Biotin--acetyl-CoA-carboxylase ligase
cgd8_1270-RA-p1,133,17.706623,0.21579,+,0.6641611304200459,1.2481357406190772,17.706623,Clathrin heavy chain
cgd3_3410-RA-p1,134,17.702644,0.21579,+,0.6641611304200459,1.2480381357886374,17.702644,Uncharacterized protein
cgd1_3850-RA-p1,135,17.596178,0.2163,+,0.6631401790831907,1.245418346577545,17.596178,Uncharacterized Secreted Protein (SKSR gene family)
cgd7_2900-RA-p1,136,17.260882000000002,0.2286,+,0.6392173101267199,1.2370629836124671,17.260882000000002,26S Proteasome non-ATPase regulatory subunit 7/8
cgd4_80-RA-p1,137,17.195145999999998,0.22898000000000002,+,0.63849881153834,1.2354058676674926,17.195145999999998,Sac1p family protein
cgd5_4430-RA-p1,138,17.125669,0.22956999999999997,+,0.6373855981805981,1.233647545848166,17.125669,WD40-repeat-containing protein
cgd2_2050-RA-p1,139,17.014592,0.23295,+,0.6310626257554771,1.2308215394281208,17.014592,Proteasome subunit alpha type
cgd6_710-RA-p1,140,16.934035,0.23471,-,0.6278062807242658,1.228760453055286,-16.934035,Uncharacterized Secreted Protein
cgd1_3140-RA-p1,141,16.446968,0.25311999999999996,+,0.595132088310409,1.2160858474388194,16.446968,Adenylate kinase/UMP-CMP kinase
cgd1_320-RA-p1,142,16.377578,0.25401,+,0.593613127027272,1.214249676483701,16.377578,Oxysterol-binding protein
cgd2_3330-RA-p1,143,16.307681,0.2551,-,0.5917600346881504,1.2123922074836553,-16.307681,Hsp70 protein
cgd8_10-RA-p1,144,16.186115,0.26035,+,0.5829437008808895,1.2091426216668137,16.186115,Uncharacterized protein
cgd3_3320-RA-p1,145,16.179343,0.26035,+,0.5829437008808895,1.208960882092829,16.179343,phenylalanyl-tRNA synthetase
cgd6_3420-RA-p1,146,15.922360999999999,0.26938,+,0.5681860897470625,1.2020074662437417,15.922360999999999,Nucleotide-diphospho-sugar transferase
cgd1_2020-RA-p1,147,15.867076,0.27014,-,0.5669666113493871,1.2004969019240366,-15.867076,Uncharacterized protein
cgd2_440-RA-p1,148,15.78085,0.27189,-,0.5641715541930528,1.1981303917991122,-15.78085,Signal peptide containing protein
cgd8_1110-RA-p1,149,15.740994,0.27262,-,0.5630109122114618,1.1970321533778585,-15.740994,ER lumen protein-retaining receptor
cgd1_50-RA-p1,150,15.657086999999999,0.27466999999999997,-,0.5597680637732112,1.1947109647778404,-15.657086999999999,Uncharacterized protein with Tetratricopeptide repeat
cgd6_5330-RA-p1,151,15.570537,0.27735,+,0.555564826993254,1.1923035908671011,15.570537,Uncharacterized protein
cgd5_830-RA-p1,152,15.466729999999998,0.2802,-,0.5511391543925592,1.1893985041926023,-15.466729999999998,Signal Peptide Uncharacterized transmembrane Protein
cgd3_980-RA-p1,153,15.348370000000001,0.28373000000000004,-,0.5457193272039008,1.1860622601002584,-15.348370000000001,Peptidase S54 rhomboid domain containing protein
cgd3_2530-RA-p1,154,15.297274,0.28442,+,0.5446677846513543,1.1846140457040883,15.297274,Proteasome subunit beta type
cgd6_5380-RA-p1,155,15.167739000000001,0.28903,+,0.5377068444574692,1.1809208469036023,15.167739000000001,Uncharacterized protein
cgd8_480-RA-p1,156,15.144122,0.28903,+,0.5377068444574692,1.1802440996161585,15.144122,Histone deacetylase
cgd6_5320-RA-p1,157,15.024467000000001,0.2921,+,0.5331323796458904,1.1767990741480072,15.024467000000001,AP2/ERF domain containing protein
cgd2_2550-RA-p1,158,14.870106,0.29899000000000003,-,0.5230380157917472,1.1723140643559153,-14.870106,Uncharacterized protein
Cgd5_540-RA-p1,159,14.524117000000002,0.31679,-,0.49799645534336007,1.1620897387433142,-14.524117000000002,Uncharacterized protein
cgd3_650-RA-p1,160,14.444864,0.31961999999999996,+,0.4941448659310024,1.1597134572686487,14.444864,Uncharacterized protein
cgd7_1670-RA-p1,161,14.359122,0.3223,+,0.4905286478974515,1.157127885434649,14.359122,Uncharacterized protein with Armadillo-like helical domain
cgd5_3170-RA-p1,162,14.329768,0.3223,-,0.4905286478974515,1.1562391591945933,-14.329768,Histone H2B
cgd3_2020-RA-p1,163,14.303082,0.3223,+,0.4905286478974515,1.1554296284702832,14.303082,Protein phosphatase 2C
cgd1_3790-RA-p1,164,14.285851999999998,0.3223,+,0.4905286478974515,1.1549061465643693,14.285851999999998,Uncharacterized protein
cgd1_3543-RA-p1,165,14.261257999999998,0.3223,-,0.4905286478974515,1.1541578367613456,-14.261257999999998,Uncharacterized protein
cgd8_420-RA-p1,166,14.203272,0.3223,+,0.4905286478974515,1.1523884040910417,14.203272,Uncharacterized protein
cgd7_1793-RA-p1,167,14.117756,0.32545,+,0.4863163829680045,1.1497656716261537,14.117756,Uncharacterized protein
cgd6_190-RA-p1,168,14.031023999999999,0.32857,-,0.4821841240976239,1.1470893674874532,-14.031023999999999,Pleckstrin homology domain containing protein
cgd5_700-RA-p1,169,13.94171,0.33200999999999997,+,0.4776731592452811,1.1443160447819523,13.94171,RNA recognition motif domain containing protein
cgd4_2120-RA-p1,170,13.930154000000002,0.33200999999999997,+,0.4776731592452811,1.1439559176429528,13.930154000000002,PX domain containing protein
cgd4_790-RA-p1,171,13.892501000000001,0.33200999999999997,-,0.4776731592452811,1.1427804367184906,-13.892501000000001,4F5-like/Zinc-binding domain-containing/At2g23090-like protein
cgd2_3920-RA-p1,172,13.85635,0.33200999999999997,+,0.4776731592452811,1.1416488447330948,13.85635,unspecified product
cgd3_80-RA-p1,173,13.810679,0.33200999999999997,+,0.4776731592452811,1.1402150311278045,13.810679,Adenosylhomocysteinase
cgd3_3750-RA-p1,174,13.795776000000002,0.33200999999999997,-,0.4776731592452811,1.1397461341765276,-13.795776000000002,Multiprotein bridging factor 1
cgd2_1070-RA-p1,175,13.742632999999998,0.33200999999999997,-,0.4776731592452811,1.1380699487221115,-13.742632999999998,40S ribosomal protein S25
cgd5_2180-RA-p1,176,13.679108,0.33335,+,0.47592858406597804,1.136057778428816,13.679108,Uncharacterized protein
cgd7_753-RA-p1,177,13.640912,0.33441,-,0.4745534943491154,1.1348434072212532,-13.640912,Signal recognition particle SRP9/SRP14 subunit
cgd8_1120-RA-p1,178,13.587629999999999,0.33566999999999997,+,0.4729245972582912,1.1331437122378698,13.587629999999999,HBS1 eRFS. GTpase. (RNA metabolism translation)
cgd6_3710-RA-p1,179,13.533789,0.33665,-,0.47166188767516093,1.1314194012851768,-13.533789,40S ribosomal protein S30
cgd6_2490-RA-p1,180,13.512348000000001,0.33694,+,0.47128893158314866,1.1307308216231589,13.512348000000001,"Ubiquitin-transferase, putative"
cgd4_530-RA-p1,181,13.013112,0.36967,+,0.43112974249641534,1.1143811676461917,13.013112,26S proteasome regulatory subunit 5a with a vWA domain and two ubiquitin interacting motifs (UIM)
cgd8_3460-RA-p1,182,12.961326,0.37099,+,0.4295854995200505,1.1126494340210535,12.961326,Methionyl-tRNA synthetase
cgd6_5360-RA-p1,183,12.9329,0.37099,+,0.4295854995200505,1.1116959195269958,12.9329,Uncharacterized protein
cgd3_530-RA-p1,184,12.912281,0.37099,+,0.4295854995200505,1.1110029686962657,12.912281,Uncharacterized protein
cgd3_1790-RA-p1,185,12.876638999999999,0.37099,+,0.4295854995200505,1.109802520303731,12.876638999999999,Cse1-like Exportin/Importin
cgd4_4140-RA-p1,186,12.812913,0.37231,+,0.4280467280374486,1.1076478772860947,12.812913,Uncharacterized protein with Sel1-like repeat
cgd8_3260-RA-p1,187,12.811571,0.37231,+,0.4280467280374486,1.1076023877304613,12.811571,Importin
cgd4_2780-RA-p1,188,12.808266999999999,0.37231,-,0.4280467280374486,1.1074903722699292,-12.808266999999999,DnaJ domain containing protein
cgd8_3330-RA-p1,189,12.721239,0.3728,-,0.4274769021503624,1.1045294119930738,-12.721239,Translation initiation factor 1A
cgd8_5230-RA-p1,190,12.618977000000001,0.37689,-,0.4227495419205293,1.1010241487858365,-12.618977000000001,Histone H4
cgd8_3560-RA-p1,191,12.605518,0.37689,+,0.4227495419205293,1.1005606968922201,12.605518,Uncharacterized Secreted Protein (WYLE gene family)
cgd6_5270-RA-p1,192,12.50468,0.38109,-,0.41794800620259714,1.0970725824309837,-12.50468,Uncharacterized protein
cgd8_1770-RA-p1,193,12.456407,0.38244,+,0.41641586148421644,1.0953927899073996,12.456407,Uncharacterized Secreted Protein
cgd8_2170-RA-p1,194,12.275831,0.39371,-,0.403831913281014,1.0890509009171119,-12.275831,Histone H2A
cgd6_3730-RA-p1,195,12.208072,0.39671999999999996,-,0.40053177902525905,1.0866470819730667,-12.208072,"Signal peptide, Peptidase S8/S53 domain containing protein"
cgd7_2820-RA-p1,196,12.208072,0.39671999999999996,-,0.40053177902525905,1.0866470819730667,-12.208072,Uncharacterized protein
cgd3_2130-RA-p1,197,12.208072,0.39671999999999996,-,0.40053177902525905,1.0866470819730667,-12.208072,Uncharacterized protein
cgd5_4530-RA-p1,198,12.208072,0.39671999999999996,-,0.40053177902525905,1.0866470819730667,-12.208072,Uncharacterized protein
cgd2_3130-RA-p1,199,12.208072,0.39671999999999996,-,0.40053177902525905,1.0866470819730667,-12.208072,Uncharacterized protein
cgd2_3500-RA-p1,200,12.208072,0.39671999999999996,-,0.40053177902525905,1.0866470819730667,-12.208072,Uncharacterized protein
cgd7_1350-RA-p1,201,12.208072,0.39671999999999996,-,0.40053177902525905,1.0866470819730667,-12.208072,Uncharacterized protein
