,id,rank,FDR,sign,log_FDR,log_rank,srank,desc
cgd7_1270-RA-p1,139,14.929745,0.14273,+,0.8427548395248052,1.1740523900399187,14.929745,Uncharacterized protein
cgd7_3660-RA-p1,140,14.849135,0.14321,-,0.8413058818221386,1.1717011556284265,-14.849135,Proteasome subunit alpha
cgd3_3210-RA-p1,141,14.845248999999999,0.14321,+,0.8413058818221386,1.1715874864331801,14.845248999999999,HAD-like/Lipin_domain_containing_protein(PV1H14080_P)
cgd3_3510-RA-p1,142,14.815031,0.14321,-,0.8413058818221386,1.1707025645649631,-14.815031,Uncharacterized protein
cgd7_3860-RA-p1,143,14.607795000000001,0.14559,+,0.834192020996214,1.164584665516518,14.607795000000001,Uncharacterized protein
cgd2_3350-RA-p1,144,14.4468,0.14833,-,0.8261438610137304,1.159771660501126,-14.4468,Uncharacterized protein
cgd8_2340-RA-p1,145,14.423435999999999,0.14833,-,0.8261438610137304,1.1590687318177344,-14.423435999999999,Cold-shock DNA-binding domain-containing protein
cgd7_4420-RA-p1,146,14.108235999999998,0.15486,+,0.8075440614880247,1.1494727158551399,14.108235999999998,Calcineurin-like phosphoesterase
cgd2_430-RA-p1,147,14.030713,0.15517,-,0.806680569625523,1.1470797411707447,-14.030713,Signal peptide containing protein
cgd5_390-RA-p1,148,13.777576000000002,0.16068,+,0.7916123962048459,1.139172815363601,13.777576000000002,Winged helix-turn-helix DNA-binding domain containing protein
cgd4_1830-RA-p1,149,13.493732000000001,0.16792,-,0.7725761040663365,1.1301320803504034,-13.493732000000001,Dynein light chain tctex1
cgd6_340-RA-p1,150,13.351141,0.17187,-,0.7625316667504313,1.125518382466814,-13.351141,Uncharacterized protein
cgd6_560-RA-p1,151,13.3499,0.17187,+,0.7625316667504313,1.1254780125462234,13.3499,Alanyl-tRNA synthetase
cgd7_2070-RA-p1,152,13.340685999999998,0.17187,+,0.7625316667504313,1.1251781622907648,13.340685999999998,Uncharacterized Protein
cgd6_3580-RA-p1,153,13.168835999999999,0.17451,-,0.7559456514430537,1.1195473891517758,-13.168835999999999,Derlin
cgd6_2503-RA-p1,154,13.095753,0.17545,-,0.7536245359964916,1.1171304752196574,-13.095753,Uncharacterized protein
cgd3_2620-RA-p1,155,13.06185,0.17545,+,0.7536245359964916,1.116004692091532,13.06185,RNA polymerase Rpb1
cgd5_10-RA-p1,156,13.032583,0.17545,-,0.7536245359964916,1.1150304994787585,-13.032583,Uncharacterized Secreted Protein
cgd6_3930-RA-p1,157,12.974059,0.17567,-,0.7530830829850744,1.1130758685684772,-12.974059,Uncharacterized protein
cgd5_3210-RA-p1,158,12.922736,0.17658,+,0.7508505799554828,1.1113544721658524,12.922736,Uncharacterized protein
cgd5_1480-RA-p1,159,12.868915,0.17742,+,0.7487999445278186,1.1095419323452147,12.868915,Uncharacterized Secreted Protein
cgd4_260-RA-p1,160,12.835424,0.17742,+,0.7487999445278186,1.1084102195457464,12.835424,WD40-repeat-containing protein
cgd4_3430-RA-p1,161,12.823625,0.17742,+,0.7487999445278186,1.1080108095011145,12.823625,Uncharacterized protein
cgd2_3120-RA-p1,162,12.770858,0.17742,+,0.7487999445278186,1.106220075975079,12.770858,Uncharacterized protein
cgd4_4340-RA-p1,163,12.749342,0.17742,+,0.7487999445278186,1.1054877711901132,12.749342,Diacylglycerol kinase
cgd3_510-RA-p1,164,12.741019999999999,0.17742,-,0.7487999445278186,1.1052041974372724,-12.741019999999999,GDP-fucose transporter
cgd8_1900-RA-p1,165,12.69276,0.17742,+,0.7487999445278186,1.1035560683073922,12.69276,Uncharacterized transmembrane Protein
cgd1_780-RA-p1,166,12.645958,0.17742,-,0.7487999445278186,1.1019517350923718,-12.645958,Uncharacterized protein
cgd6_3460-RA-p1,167,12.421789,0.18341,-,0.734451100879675,1.094184147924026,-12.421789,Uncharacterized protein
cgd1_1510-RA-p1,168,12.391192,0.18341,-,0.734451100879675,1.0931130863697642,-12.391192,Signal peptide region containing protein
cgd6_820-RA-p1,169,12.300568,0.18456,-,0.7317497445530514,1.089925166201204,-12.300568,Uncharacterized Secreted Protein
cgd5_2070-RA-p1,170,12.264915,0.18488,+,0.7310010414573265,1.0886645427455126,12.264915,SPAC694.02. SKI family SFII helicase
cgd7_3000-RA-p1,171,12.208072,0.23474,-,0.6277509859360443,1.0866470819730667,-12.208072,Repressor of RNA polymerase III transcription Maf1
cgd7_3110-RA-p1,172,12.208072,0.23474,-,0.6277509859360443,1.0866470819730667,-12.208072,S1/P1 nuclease
cgd3_1780-RA-p1,173,12.208072,0.23474,-,0.6277509859360443,1.0866470819730667,-12.208072,Uncharacterized protein
cgd6_670-RA-p1,174,12.208072,0.23474,-,0.6277509859360443,1.0866470819730667,-12.208072,"Aspartic acid and asparagine hydroxylation/Peptidase C11, clostripain domain contining protein"
cgd7_180-RA-p1,175,12.208072,0.23474,-,0.6277509859360443,1.0866470819730667,-12.208072,Uncharacterized protein
cgd2_740-RA-p1,176,12.208072,0.23474,-,0.6277509859360443,1.0866470819730667,-12.208072,Dynein light chain type 1/2
cgd7_1800-RA-p1,177,12.208072,0.23474,-,0.6277509859360443,1.0866470819730667,-12.208072,Chitin-binding type-2 domain containing protein
cgd7_1873-RA-p1,178,12.208072,0.23474,-,0.6277509859360443,1.0866470819730667,-12.208072,Zinc-binding ribosomal protein L44
cgd6_710-RA-p1,179,12.208072,0.23474,-,0.6277509859360443,1.0866470819730667,-12.208072,Uncharacterized Secreted Protein
cgd7_2190-RA-p1,180,12.208072,0.23474,-,0.6277509859360443,1.0866470819730667,-12.208072,Guanylate kinase/L-type calcium channel beta subunit
cgd3_1430-RA-p1,181,12.208072,0.23474,-,0.6277509859360443,1.0866470819730667,-12.208072,SAP domain containing protein
cgd7_1713-RA-p1,182,12.208072,0.23474,-,0.6277509859360443,1.0866470819730667,-12.208072,unspecified product
cgd6_870-RA-p1,183,12.208072,0.23474,-,0.6277509859360443,1.0866470819730667,-12.208072,Uncharacterized protein
cgd7_2500-RA-p1,184,12.208072,0.23474,-,0.6277509859360443,1.0866470819730667,-12.208072,Skp1 family protein
cgd3_1160-RA-p1,185,12.208072,0.23474,-,0.6277509859360443,1.0866470819730667,-12.208072,Uncharacterized protein
cgd7_2570-RA-p1,186,12.208072,0.23474,-,0.6277509859360443,1.0866470819730667,-12.208072,Adrift-like. FTSJ family RNA methyltransferase
cgd2_810-RA-p1,187,12.208072,0.23474,-,0.6277509859360443,1.0866470819730667,-12.208072,Calmodulin
cgd3_2260-RA-p1,188,12.208072,0.23474,-,0.6277509859360443,1.0866470819730667,-12.208072,Uncharacterized protein
Cgd7_260-RA-p1,189,12.208072,0.23474,-,0.6277509859360443,1.0866470819730667,-12.208072,VIT/Ccc1 family
cgd2_820-RA-p1,190,12.208072,0.23474,-,0.6277509859360443,1.0866470819730667,-12.208072,Translation initiation factor SUI1
cgd2_760-RA-p1,191,12.208072,0.23474,-,0.6277509859360443,1.0866470819730667,-12.208072,NSF attachment protein
cgd7_2150-RA-p1,192,12.208072,0.23474,-,0.6277509859360443,1.0866470819730667,-12.208072,emp24/gp25L/p24 family/GOLD dimain
cgd4_2220-RA-p1,193,12.208072,0.23474,-,0.6277509859360443,1.0866470819730667,-12.208072,Double-stranded DNA-binding domain containing protein
cgd3_3670-RA-p1,194,12.208072,0.23474,-,0.6277509859360443,1.0866470819730667,-12.208072,Casein kinase II subunit beta
cgd4_4330-RA-p1,195,12.208072,0.23474,-,0.6277509859360443,1.0866470819730667,-12.208072,Uncharacterized protein
cgd4_4503-RA-p1,196,12.208072,0.23474,-,0.6277509859360443,1.0866470819730667,-12.208072,unspecified product
cgd4_490-RA-p1,197,12.208072,0.23474,-,0.6277509859360443,1.0866470819730667,-12.208072,Uncharacterized protein
cgd4_500-RA-p1,198,12.208072,0.23474,-,0.6277509859360443,1.0866470819730667,-12.208072,Oocyst wall protein 7
cgd6_1000-RA-p1,199,12.208072,0.23474,-,0.6277509859360443,1.0866470819730667,-12.208072,Uncharacterized protein
cgd4_590-RA-p1,200,12.208072,0.23474,-,0.6277509859360443,1.0866470819730667,-12.208072,Nuclear transport factor 2
cgd4_670-RA-p1,201,12.208072,0.23474,-,0.6277509859360443,1.0866470819730667,-12.208072,Oocyst wall protein 3
cgd5_940-RA-p1,202,12.208072,0.23474,-,0.6277509859360443,1.0866470819730667,-12.208072,Histone H2A
cgd5_930-RA-p1,203,12.208072,0.23474,-,0.6277509859360443,1.0866470819730667,-12.208072,Prefoldin subunit 3
cgd4_770-RA-p1,204,12.208072,0.23474,-,0.6277509859360443,1.0866470819730667,-12.208072,Uncharacterized Protein
