Gene_ID,logFC,logCPM,LR,PValue,FDR,log_PValue,log_FDR,desc,mlog10FDR,logLR
Tb927.8.710,0.186715784673608,8.449739636793684,21.071996858816426,4.423454983316605e-06,2.1729604804567496e-05,5.354238388104665,-4.662948172103604,RNA-binding protein  putative,-5.354238388104665,-1.3237056928778266
Tb8.NT.11,0.25823799804556163,7.31225467831316,55.467184692191026,9.503227441907191e-14,1.0611183085729547e-12,13.022128876587853,-11.974236192068537,Noncoding RNA  putative,-13.022128876587853,-1.7440361232670647
Tb927.8.720,-0.18345149577638092,5.287503785255383,18.886781040108204,1.3871053656452343e-05,6.28710869499446e-05,4.857890548313672,-4.201549031262944,Cytosolic iron-sulfur protein assembly 2B  putative,-4.857890548313672,-1.2761579454473257
Tb927.8.730,-0.04783507954221443,7.887304316341901,2.1123811370016625,0.14611181225281897,0.22988672406451688,0.8353146725746148,-0.6384861084697488,nucleolar RNA-binding protein  putative,-0.8353146725746148,-0.3247722807002545
Tb927.8.740,-0.14844378297489125,4.199036917370979,5.235875773694299,0.02212566642468026,0.04690161231412183,1.6551036394910426,-1.3288122274962062,nucleolar RNA-binding protein (fragment),-1.6551036394910426,-0.7189893339369523
Tb927.8.750,-0.3181870216082408,5.437772598487561,63.43365078580077,1.658602953247972e-15,2.0946934424816622e-14,14.780257565664082,-13.678879526864913,nucleolar RNA-binding protein  putative,-14.780257565664082,-1.8023197069910557
Tb927.8.760,-0.18117459751569986,7.691759943707696,16.46155029231421,4.964678004806146e-05,0.00020169810814212437,4.3041089133862505,-3.695298175298832,nucleolar RNA-binding protein,-4.3041089133862505,-1.216470733166205
Tb927.8.770,0.03970273833097803,7.07644086079337,1.557427731451165,0.21204224762654583,0.3125429420490176,0.6735776009432872,-0.5050903040360938,SUMO-interacting motif-containing protein,-0.6735776009432872,-0.1924079034466785
Tb927.8.780,-0.06124058491464247,6.62161382569038,2.129550055001845,0.14448316199169947,0.22778278866665397,0.8401827624588621,-0.6424790944337833,hypothetical protein  conserved,-0.8401827624588621,-0.3282878526068131
Tb927.8.790,0.04334149685203139,6.996916159786953,1.5495690917620486,0.2131990658694495,0.31378780810935086,0.6712147025002131,-0.5033639344702256,hypothetical protein  conserved,-0.6712147025002131,-0.1902109452103707
Tb927.8.800,-0.0633620258739302,7.069719721009193,3.008611817405832,0.08282319348830404,0.1445168683104241,1.0818480280281606,-0.8400814581906346,Domain of unknown function (DUF3437)  putative,-1.0818480280281606,-0.4783661570209291
Tb927.8.810,0.10307321447810044,6.584242343938238,10.149799824026672,0.00144316912517868,0.004238819712346315,2.840682770896895,-2.3727550546745793,radial spoke protein RSP9  putative,-2.840682770896895,-1.0064574771085524
Tb927.8.820,0.06711840123580669,6.519763761339783,3.258649084897499,0.07104763517386824,0.12673847648890316,1.148450373021971,-0.8970915177918056,VID27 cytoplasmic protein  putative,-1.148450373021971,-0.5130375949855073
Tb927.8.830,0.2629833611783748,7.335176939230262,65.11790868661284,7.054801513473518e-16,9.232930464470598e-15,15.15151520059366,-14.034660435208405,Protein of unknown function (DUF3608)  putative,-15.15151520059366,-1.8137004443926876
Tb927.8.840,0.02525651196092691,6.530349525631637,0.5899132627559247,0.44245266143074424,0.5562883372358481,0.3541331881959411,-0.2547000450874121,hypothetical protein  conserved,-0.3541331881959411,0.22921183967258255
Tb927.8.850,-0.04000582894477709,5.677613753041424,1.0801483421119187,0.2986643732272071,0.41090446576702294,0.5248165799858612,-0.38625913873950046,hypothetical protein  conserved,-0.5248165799858612,-0.033483403391202836
Tb927.8.860,-0.20658095319950076,5.345912902544691,29.966423953545792,4.39592608919197e-08,2.896781458962146e-07,7.356949618188021,-6.538084267912184,hypothetical protein  conserved,-7.356949618188021,-1.47663491945864
Tb927.8.870,-0.4447544792959508,6.2288633737350825,161.37261411939966,5.672264088720922e-37,1.8865977178301337e-35,36.24624355751394,-34.7243206952521,CAMK/CAMKL family protein kinase  putative,-36.24624355751394,-2.2078298343143588
Tb927.8.880,-0.050553354254318214,6.179325755762847,1.3617900415511812,0.24322749255934978,0.3485046942476313,0.613987337326941,-0.45779136771772877,hypothetical protein,-0.613987337326941,-0.13411015396100262
Tb927.8.890,-0.18521530034185407,8.722401803945981,41.219166324403204,1.3608161796933365e-10,1.1788991891690611e-09,9.866200535734581,-8.928523331002857,Ras-related protein Rab1A,-9.866200535734581,-1.615099203736916
Tb8.NT.13,0.2599193433235651,-0.07730755279580939,1.1422127088751681,0.2851852560940477,0.39670470318243595,0.5448729310029022,-0.40153265066254895,Noncoding RNA  putative,-0.5448729310029022,-0.05774698805047469
Tb927.8.900,-0.13874755413429074,8.179461652320553,17.764736598068836,2.4997367565525835e-05,0.00010712396109637008,4.602105723806404,-3.970113376898865,splicing factor TSR1,-4.602105723806404,-1.249558772486574
Tb927.8.910,-0.3997663825927014,5.124783908771025,77.19523786186795,1.5486650141652749e-18,2.463632312583485e-17,17.810042512668673,-16.608424108411675,hypothetical protein  conserved,-17.810042512668673,-1.8875905097385377
Tb927.8.920,0.24224540568447445,4.483100225636176,17.787323288734193,2.4702360773155682e-05,0.00010598887274093543,4.607261539786445,-3.9747397268189313,ubiquitin-conjugating enzyme E2  putative,-4.607261539786445,-1.2501105985394894
Tb927.8.930,0.036971455528336486,5.390872031593686,0.7583030972020524,0.38386008625715956,0.4979739560674945,0.41582704344249877,-0.30279337015583185,hypothetical protein,-0.41582704344249877,0.12015717018380047
Tb927.8.940,0.13733885254812733,7.569110253069937,14.786839368913888,0.00012037265150838708,0.0004492103008147209,3.9194721729465183,-3.3475502935154324,Flagella connector protein 1,-3.9194721729465183,-1.169875355110592
Tb927.8.950,0.036743679473632475,6.045924295193751,1.204828418360572,0.2723587643381114,0.3821878571187801,0.5648586448357311,-0.4177231154758871,hypothetical protein,-0.5648586448357311,-0.08092520270757571
Tb927.8.960,0.1348139783588799,7.466980669418738,14.491227432614458,0.00014081378151272096,0.000518072461323868,3.851354838503363,-3.2856094924705466,hypothetical protein  conserved,-3.851354838503363,-1.1611051725405233
Tb927.8.970,0.021484736161670858,6.581924691382794,0.3896159889162192,0.5325013233259049,0.6386293681589086,0.27367930861706663,-0.19475111377012685,hypothetical protein,-0.27367930861706663,0.4093632290121
Tb927.8.980,0.33373779163825323,7.65738843082471,99.75395920416591,1.7255533351581582e-23,3.493066168682033e-22,22.76307161254931,-21.456793187502548,phosphoacetylglucosamine mutase,-22.76307161254931,-1.9989301417161702
Tb927.8.990,0.015634314029119398,7.126854724169323,0.24309203228968457,0.6219817514650818,0.7145730247723532,0.20622235703631517,-0.1459533824991503,RNA-binding protein 33 (RNA-binding motif protein 33),-0.20622235703631517,0.6142292755841904
Tb927.8.1000,-0.01132115155962419,5.662419723074414,0.10015242115653944,0.7516467993334327,0.8196820016789174,0.12398618751307482,-0.08635460091111824,hypothetical protein  conserved,-0.12398618751307482,0.9993385472968652
Tb927.8.1010,0.04355252262116959,5.242662808065838,1.2771849704915859,0.258423099224279,0.3660646982467158,0.5876686694026632,-0.43644215064831093,chaperone protein DnaJ  putative,-0.5876686694026632,-0.10625379925749885
Tb927.8.1020,0.021510239534623297,6.088130596685294,0.28845926860870463,0.5912095629858832,0.6898053994965463,0.22825854971740828,-0.161273410487072,6-phosphofructo-2-kinase/fructose-2 6-biphosphatase  putative,-0.22825854971740828,0.5399155019790397
Tb927.8.1030,-0.17264846620378937,5.0071706055187075,10.52449805501523,0.0011780240424698412,0.003546676707363192,2.9288458458770736,-2.450178397264508,chaperone protein DnaJ  putative,-2.9288458458770736,-1.0222013921908064
Tb927.8.1040,0.10243828717742409,5.111277573464559,5.483924296102796,0.01919212586666063,0.04145133847375628,1.7168769168213367,-1.382461441413312,protein phosphatase inhibitor  putative,-1.7168769168213367,-0.7390914508563979
Tb927.8.1050,-0.022367468332542245,7.157853867856199,0.507499461999398,0.47622332796310757,0.5874089076900719,0.3221893343458653,-0.23105947195807308,SUMO-interacting motif-containing protein,-0.3221893343458653,0.2945644138104471
Tb927.8.1060,0.011704553483203227,6.375897934439612,0.12828547394265133,0.7202163837324415,0.79521715532803,0.1425370033706481,-0.09951425941565617,malonyl-CoA decarboxylase  mitochondrial precursor  putative,-0.1425370033706481,0.8918225169976723
Tb927.8.1070,0.04465612662105902,5.848721890874837,1.6342686126725567,0.20111365458919908,0.2992246199677921,0.6965584420267037,-0.5240026759270049,hypothetical protein  conserved,-0.6965584420267037,-0.21332343984260851
Tb927.8.1080,0.030024510604844002,5.422080416277545,0.5169261984810198,0.4721558316112392,0.5834659986770773,0.3259146419601533,-0.23398444727443587,centrin  putative,-0.3259146419601533,0.286571456674611
Tb927.8.1090,0.045813596803780485,6.146909554364873,2.0291846123719868,0.15430337284177514,0.24046235628167195,0.8116245808029443,-0.6189529015717898,NPAPL,-0.8116245808029443,-0.3073215603340745
Tb927.8.1100,-0.2434623614197152,7.319026583884237,60.637057134665625,6.862982406782588e-15,8.338108763473594e-14,14.163487114419402,-13.07893244417394,STE/STE11 serine/threonine-protein kinase  putative,-14.163487114419402,-1.7827381157574216
Tb927.8.1110,0.07871974750902115,9.142091608403849,5.22911261853902,0.022211861741378534,0.04702784674899506,1.653415038474424,-1.327644905719961,40S ribosomal protein S9  putative,-1.653415038474424,-0.7184279952592547
Tb927.8.1120,0.03924605203768741,5.16833663744457,0.9834060579754755,0.32135934954927625,0.4343970684866225,0.4930090603137448,-0.36211311423039577,hypothetical protein  conserved,-0.4930090603137448,0.0072671206978636525
Tb927.8.1130,0.041294289642915476,6.913787118573088,1.364054831251364,0.24283597826346198,0.34797915850363076,0.6146869683227643,-0.4584467664497359,protein phosphatase with EF-Hand domains  putative,-0.6146869683227643,-0.13483182811466107
Tb927.8.1140,-0.061264123836319996,5.479695970821256,2.7788278769611203,0.09551805039986387,0.1627978781797224,1.0199145504234781,-0.7883512597714076,hypothetical protein  conserved,-1.0199145504234781,-0.44386164702888287
Tb927.8.1150,0.11169786242264852,7.037454853813565,10.63528662847731,0.001109500865485579,0.0033619572854871015,2.954872354652825,-2.4734078086821203,kinetoplastid kinetochore protein 9,-2.954872354652825,-1.0267491989391342
Tb927.8.1160,0.09603657833009638,7.287606253324151,9.4858547036747,0.0020706212848367422,0.0058415020766729745,2.683899325995866,-2.2334754645773502,vacuolar-type Ca2+-ATPase  putative,-2.683899325995866,-0.9770764682100564
Tb927.8.1170,-0.04282442824111132,6.093983533293262,1.3642963074590924,0.24279427958235084,0.3479548456192415,0.6147615497841175,-0.4584771111418221,eukaryotic translation initiation factor 3 subunit h,-0.6147615497841175,-0.13490870369223115
Tb927.8.1180,0.19748605875397246,6.940776651780957,41.641882266237346,1.096196028749054e-10,9.573173139956823e-10,9.96011177560399,-9.018944086386329,vacuolar-type Ca2+-ATPase 1,-9.96011177560399,-1.6195303519471682
Tb927.8.1190,-0.07204747670208742,5.829571129053916,4.253760945598211,0.03916350790814612,0.07644164716422139,1.4071184150068001,-1.1166699633409278,eukaryotic translation initiation factor 3 subunit h,-1.4071184150068001,-0.6287730796135428
Tb927.8.1200,0.2714913899435369,7.339464024880893,72.50940805282377,1.662375687558387e-17,2.43624620294364e-16,16.779270821348764,-15.613278824751452,vacuolar-type Ca2+-ATPase 2,-16.779270821348764,-1.860394359679215
Tb927.8.1210,0.12487628642035474,6.931039347261464,13.26215531823339,0.0002708181006832819,0.0009354055961848902,3.5673223120542557,-3.029000036196867,hypothetical protein  conserved,-3.5673223120542557,-1.1226141097965232
Tb927.8.1220,0.08421835078682834,5.582595800946451,4.249843805307437,0.03925394063266778,0.076586283561365,1.4061167386864226,-1.1158490046104677,hypothetical protein  conserved (pseudogene),-1.4061167386864226,-0.6283729686998105
Tb927.8.1230,0.08817596217604182,6.8837783377233475,7.687068229867201,0.005561790397773709,0.014065940878353103,2.254785382031643,-1.851831212335592,hypothetical protein  conserved,-2.254785382031643,-0.8857607358530999
Tb927.8.1240,-0.059096354357199996,6.213691996337005,2.663762800600444,0.1026576222553049,0.172576184431818,0.9886087990403771,-0.7630191372620524,electron transfer flavoprotein-ubiquinone oxidoreductase  putative,-0.9886087990403771,-0.4254955497111952
Tb927.8.1250,0.11696483055933386,7.074910344117919,11.579830427822777,0.0006667102107729869,0.0021154591690043193,3.176062893534393,-2.6745953526759836,Sel1 repeat  putative,-3.176062893534393,-1.063702199736835
Tb927.8.1260,-0.07388557997062345,5.689113517732349,3.317839458074536,0.06853183684753625,0.1230285074145703,1.164107627703133,-0.909994244834176,Nucleolar protein 112,-1.164107627703133,-0.5208553677765988
Tb927.8.1270,-0.009045591989418693,5.644227053372828,0.03844323013220219,0.844555805687258,0.8891092210576199,0.0733716482820865,-0.05104488561130124,Nucleolar protein 54,-0.0733716482820865,1.4151801285567092
Tb927.8.1280,-0.024323129205504435,6.453364175919685,0.347902479241764,0.5553028939659044,0.6585094753208285,0.2554700631920326,-0.18143797157547922,hypothetical protein  conserved,-0.2554700631920326,0.4585424763481831
Tb927.8.1290,-0.03161726921490879,4.810596528969356,0.20572227156947953,0.6501411065083635,0.7379455609089284,0.18699237393073098,-0.13197567539769225,SUMO-interacting motif-containing protein,-0.18699237393073098,0.6867186888782487
Tb8.NT.18,0.8435102697293263,3.309805206733079,137.78992932397904,8.100871029635956e-32,2.2703417234252643e-30,31.091468281982255,-29.643908769490395,Noncoding RNA  putative,-31.091468281982255,-2.139217477376763
Tb927.8.1300,-0.021301511363479856,6.013549438071925,0.40547875196634653,0.5242732790024995,0.6311286696574113,0.2804422767083534,-0.19988209111153998,hypothetical protein  conserved,-0.2804422767083534,0.3920318989017638
Tb927.8.1305,0.10665236327952192,3.1972151766429753,2.122814779223414,0.1451196219356776,0.22858127642331483,0.8382738617025501,-0.6409593464650715,hypothetical protein,-0.8382738617025501,-0.3269121025642974
Tb927.8.1310,-0.006904758063038323,5.779616476563366,0.03772213193400731,0.8460021648842154,0.8900324876808514,0.07262852561810913,-0.05059414058765424,mitochondrial carrier protein,-0.07262852561810913,1.423403770308766
Tb927.8.1320,-0.12034526634713412,6.207902758626351,10.338040353810879,0.001303162916894569,0.0038696072346537974,2.8850012869079587,-2.412333113657826,hypothetical protein  conserved,-2.8850012869079587,-1.014438223072839
Tb927.8.1330,-0.022554573304733688,9.313956367250915,0.4156877640577079,0.5190966468720991,0.6266857825550227,0.28475177645663097,-0.20295015790564586,60S ribosomal protein L7a  putative,-0.28475177645663097,0.3812327589444167
Tb927.8.1340,-0.08654784707788556,9.385670213385023,6.539449744720628,0.010550797865739012,0.02467796699862532,1.9767146971828105,-1.607690620880522,60S ribosomal protein L7a  putative,-1.9767146971828105,-0.815541206598694
Tb927.8.1350,-0.1691043444318906,4.615476430890955,9.155291012913473,0.002479999347541898,0.006877806193685583,2.605548433431441,-2.1625500661119665,hypothetical protein  conserved,-2.605548433431441,-0.961672153475924
Tb927.8.1360,0.03802685403633519,7.383997471716562,1.1256059816520363,0.2887145353552482,0.4007506126801273,0.5395313509801407,-0.3971258050102616,Dynein heavy chain  N-terminal region 2  putative,-0.5395313509801407,-0.051386392343861866
Tb927.8.1370,0.012534254364672351,3.3002663205829355,0.0292692966970991,0.8641587238781369,0.903593391768228,0.06340648139445526,-0.04402695385734964,hypothetical protein  conserved,-0.06340648139445526,1.533587712968962
Tb927.8.1380,0.06793535644212746,5.045255258775495,2.322008686685372,0.1275552157181116,0.20673187451753486,0.8943017784396605,-0.6845925574324475,hypothetical protein  conserved,-0.8943017784396605,-0.3658638401107662
Tb927.8.1382,0.48057781873862204,-1.741317880533848,1.0807456028275322,0.29853081943709475,0.41090446576702294,0.5250108269448537,-0.38625913873950046,M5 ribosomal RNA,-0.5250108269448537,-0.033723477218297604
Tb927.8.1387,0.24380050561851047,-1.8382047228572405,0.2811732549076238,0.5959332531277298,0.6935237311445918,0.2248023802289321,-0.15893867355419777,M5 ribosomal RNA,-0.2248023802289321,0.5510259916125207
Tb927.8.1388,-0.44527684844735804,-2.125478571304629,0.7608659883907034,0.38305764961989464,0.4971621838101751,0.41673586042380517,-0.3035019129892943,M5 ribosomal RNA,-0.41673586042380517,0.11869182894239125
Tb927.8.1390,-0.04539435338357709,2.907856300288292,0.31393008066179195,0.5752784846136204,0.676663998347577,0.24012186826254403,-0.1696269293757226,hypothetical protein  conserved  degenerate,-0.24012186826254403,0.5031670683728441
Tb927.8.1400,0.21409192163081822,2.5175175900032944,6.101373906805307,0.013507682345791092,0.03059233466241707,1.8694191610283486,-1.5143873784479907,hypothetical protein  conserved  degenerate,-1.8694191610283486,-0.7854276404138755
Tb927.8.1410,-0.1951072726505532,5.452344836859276,18.950926388698576,1.3412413921722808e-05,6.094937062813895e-05,4.872493052234995,-4.215030774608972,pre-rrna-processing protein tsr1 homolog,-4.872493052234995,-1.2776304446822535
Tb927.8.1420,-0.023872548948237246,5.601026773340035,0.41655794513506983,0.5186595788166664,0.6263537866413459,0.28511759696671835,-0.20318029269187715,acyl-CoA dehydrogenase  mitochondrial precursor  putative,-0.28511759696671835,0.3803245776856898
Tb927.8.1430,-0.018108482519662957,3.4966572560220883,0.04777548151681721,0.82698032548159,0.8757836807828746,0.08250482253502214,-0.0576031516444395,SSU ribosomal protein  mitochondrial  putative,-0.08250482253502214,1.3207949271082646
Tb927.8.1440,-0.15858685016497254,4.754620480629958,8.131654026341225,0.004349904640727506,0.011304888309057782,2.3615202636108297,-1.94673372407488,maoC-like dehydratase  putative,-2.3615202636108297,-0.9101788926360395
Tb927.8.1450,0.11620919459848893,4.791087192980864,6.721444754448527,0.009526042836595134,0.02258161696176191,2.021087469889822,-1.646244963543553,hypothetical protein  conserved,-2.021087469889822,-0.8274626333880124
Tb927.8.1460,0.8772716792157277,6.284556384379422,321.2476876178968,7.746927497949722e-72,6.565754395702087e-70,71.11087050849535,-69.18271536689853,EamA-like transporter family  putative,-71.11087050849535,-2.5068400102431583
Tb927.8.1470,-0.07005855181341054,4.808213186032919,2.3605397438878413,0.12443912750605592,0.20249064132346756,0.9050430425700345,-0.6935950441307885,Present in the outer mitochondrial membrane proteome 38,-0.9050430425700345,-0.3730113169493843
Tb927.8.1480,0.021054396707669964,7.2939536999643995,0.30974573868254396,0.5778362521512921,0.6788224976216205,0.23819521497472618,-0.1682437726728432,RAVE protein 1 C terminal  putative,-0.23819521497472618,0.5089946597037536
Tb927.8.1490,-0.1917100576763454,5.265024210722278,15.82124904422517,6.961628881910221e-05,0.00027366067823301175,4.157289132277597,-3.5627876010307222,Protein of unknown function (DUF1674)  putative,-4.157289132277597,-1.1992407668735092
Tb927.8.1500,-0.0074010954407788656,7.650499113683019,0.031104728968448292,0.8600069418116861,0.9003042653128449,0.06549804320022035,-0.04561069232194709,hypothetical protein  conserved,-0.06549804320022035,1.507173578536716
Tb927.8.1510,-0.08115210994698525,8.048113965532918,3.7060369956052526,0.05421597230344936,0.10087225896142982,1.2658727492298834,-0.9962282533514037,ATP-dependent RNA helicase DBP2B  putative,-1.2658727492298834,-0.5689097503598407
Tb927.8.1520,-0.011705295690358893,5.382412969036051,0.06922324510617539,0.7924711089688187,0.8497956624856406,0.10101656184728595,-0.0706854899602711,NUDIX family hydrolase  putative,-0.10101656184728595,1.1597480453384712
Tb927.8.1530,0.1360216416230404,6.079336827290467,11.152910536446393,0.0008389993562460519,0.002610323295671319,3.076238372400018,-2.58330570077248,Golgi pH regulator  putative,-3.076238372400018,-1.0473882185024703
Tb927.8.1540,0.004834576566207908,6.601821430412097,0.021889155729965637,0.8823823528197244,0.9173985605838533,0.05434318614090868,-0.0374419456199727,hypothetical protein  conserved,-0.05434318614090868,1.6597709889523145
Tb927.8.1550,0.04002024927680505,8.171045958127028,1.4822275136947276,0.2234263320904778,0.32587446259391795,0.6508656440777397,-0.4869496720267245,paraflagellar rod component  putative,-0.6508656440777397,-0.17091487055191548
Tb927.8.1560,-0.09493921029432309,6.397642474915513,7.037375919720077,0.007982590329058322,0.01931998337167066,2.097856158389566,-1.7139932517090752,hypothetical protein  conserved,-2.097856158389566,-0.8474107506152191
Tb927.8.1570,-0.021525092111860124,6.784702133560919,0.46596818311440646,0.4948478638470024,0.6044464834574993,0.305528300151853,-0.21864214470886156,Uncharacterised protein family (UPF0172)  putative,-0.305528300151853,0.3316437364636168
Tb927.8.1580,-0.11881253288940713,5.82088484160247,8.388390633500409,0.003776251153571665,0.009990236457239518,2.4229391290500812,-2.0004242324087507,hypothetical protein  conserved,-2.4229391290500812,-0.923678646641119
Tb927.8.1590,-0.08081575945421247,8.205659882699782,5.0741790741953,0.024284768951615337,0.05072825572777905,1.614666024104301,-1.2947500704802304,ubiquitin-protein ligase  putative,-1.614666024104301,-0.7053657899575559
Tb927.8.1600,0.15273568440477,8.525625086131646,28.17066604095303,1.1107529756948256e-07,6.939246720715143e-07,6.954382514615463,-6.158687671157892,lysyl-tRNA synthetase  putative,-6.954382514615463,-1.449797115160822
Tb927_08_v4.snoRNA.0025,0.4089445120027793,3.5197530033653113,23.863578864077223,1.0340984266433808e-06,5.565696543399283e-06,5.985438122640804,-5.254480476248451,C/D snoRNA,-5.985438122640804,-1.3777355761476187
Tb927_08_v4.snoRNA.0016,0.5380329848346034,3.9628362604907967,74.59080574640835,5.791228831743436e-18,8.846557918979197e-17,17.237229274230845,-16.053225674790816,C/D snoRNA,-17.237229274230845,-1.8726852985224745
